timestamp,vehicle_speed,vehicle_rpm,gear
2025-06-06 12:11:48.302,0,1855,0
2025-06-06 12:11:48.352,0,1855,0
2025-06-06 12:11:48.352,0,1855,0
2025-06-06 12:11:48.402,0,1855,0
2025-06-06 12:11:48.402,0,1855,0
2025-06-06 12:11:48.452,0,1855,0
2025-06-06 12:11:48.452,0,1855,0
2025-06-06 12:11:48.502,0,1855,0
2025-06-06 12:11:48.502,0,1855,0
2025-06-06 12:11:48.552,0,1855,0
2025-06-06 12:11:48.552,0,1855,0
2025-06-06 12:11:48.602,0,1855,0
2025-06-06 12:11:48.602,0,1855,0
2025-06-06 12:11:48.652,0,1855,0
2025-06-06 12:11:48.652,0,1855,0
2025-06-06 12:11:48.702,0,1855,0
2025-06-06 12:11:48.702,0,1855,0
2025-06-06 12:11:48.752,0,1855,0
2025-06-06 12:11:48.752,0,1855,0
2025-06-06 12:11:48.802,0,1855,0
2025-06-06 12:11:48.802,0,1855,0
2025-06-06 12:11:48.852,0,1855,0
2025-06-06 12:11:48.852,0,1855,0
2025-06-06 12:11:48.902,0,1855,0
2025-06-06 12:11:48.902,0,1855,0
2025-06-06 12:11:48.952,0,1855,0
2025-06-06 12:11:48.952,0,1855,0
2025-06-06 12:11:49.002,0,1855,0
2025-06-06 12:11:49.002,0,1855,0
2025-06-06 12:11:49.052,0,1855,0
2025-06-06 12:11:49.052,0,1855,0
2025-06-06 12:11:49.102,0,1855,0
2025-06-06 12:11:49.102,0,1855,0
2025-06-06 12:11:49.152,0,1855,0
2025-06-06 12:11:49.152,0,1855,0
2025-06-06 12:11:49.202,0,1855,0
2025-06-06 12:11:49.202,0,1855,0
2025-06-06 12:11:49.252,0,1855,0
2025-06-06 12:11:49.252,0,1855,0
2025-06-06 12:11:49.302,0,1855,0
2025-06-06 12:11:49.302,0,1855,0
2025-06-06 12:11:49.352,0,1854,0
2025-06-06 12:11:49.352,0,1854,0
2025-06-06 12:11:49.402,0,1854,0
2025-06-06 12:11:49.402,0,1854,0
2025-06-06 12:11:49.452,0,1854,0
2025-06-06 12:11:49.452,0,1854,0
2025-06-06 12:11:49.502,0,1854,0
2025-06-06 12:11:49.502,0,1854,0
2025-06-06 12:11:49.552,0,1854,0
2025-06-06 12:11:49.552,0,1854,0
2025-06-06 12:11:49.602,0,1854,0
2025-06-06 12:11:49.602,0,1854,0
2025-06-06 12:11:49.652,0,1854,0
2025-06-06 12:11:49.652,0,1854,0
2025-06-06 12:11:49.702,0,1854,0
2025-06-06 12:11:49.702,0,1854,0
2025-06-06 12:11:49.752,0,1854,0
2025-06-06 12:11:49.752,0,1854,0
2025-06-06 12:11:49.802,0,1854,0
2025-06-06 12:11:49.802,0,1854,0
2025-06-06 12:11:49.852,0,1853,0
2025-06-06 12:11:49.852,0,1853,0
2025-06-06 12:11:49.902,0,1853,0
2025-06-06 12:11:49.902,0,1853,0
2025-06-06 12:11:49.952,0,1853,0
2025-06-06 12:11:49.952,0,1853,0
2025-06-06 12:11:50.002,0,1853,0
2025-06-06 12:11:50.002,0,1853,0
2025-06-06 12:11:50.052,0,1853,0
2025-06-06 12:11:50.052,0,1853,0
2025-06-06 12:11:50.102,0,1852,0
2025-06-06 12:11:50.102,0,1852,0
2025-06-06 12:11:50.152,0,1852,0
2025-06-06 12:11:50.152,0,1852,0
2025-06-06 12:11:50.202,0,1852,0
2025-06-06 12:11:50.202,0,1852,0
2025-06-06 12:11:50.252,0,1852,0
2025-06-06 12:11:50.252,0,1852,0
2025-06-06 12:11:50.302,0,1852,0
2025-06-06 12:11:50.302,0,1852,0
2025-06-06 12:11:50.352,0,1851,0
2025-06-06 12:11:50.352,0,1851,0
2025-06-06 12:11:50.402,0,1851,0
2025-06-06 12:11:50.402,0,1851,0
2025-06-06 12:11:50.452,0,1851,0
2025-06-06 12:11:50.452,0,1851,0
2025-06-06 12:11:50.502,0,1851,0
2025-06-06 12:11:50.502,0,1851,0
2025-06-06 12:11:50.552,0,1851,0
2025-06-06 12:11:50.552,0,1851,0
2025-06-06 12:11:50.602,0,1851,0
2025-06-06 12:11:50.602,0,1851,0
2025-06-06 12:11:50.652,0,1851,0
2025-06-06 12:11:50.652,0,1851,0
2025-06-06 12:11:50.702,0,1851,0
2025-06-06 12:11:50.702,0,1851,0
2025-06-06 12:11:50.752,0,1851,0
2025-06-06 12:11:50.752,0,1851,0
2025-06-06 12:11:50.802,0,1851,0
2025-06-06 12:11:50.802,0,1851,0
2025-06-06 12:11:50.852,0,1851,0
2025-06-06 12:11:50.852,0,1851,0
2025-06-06 12:11:50.902,0,1851,0
2025-06-06 12:11:50.902,0,1851,0
2025-06-06 12:11:50.952,0,1851,0
2025-06-06 12:11:50.952,0,1851,0
2025-06-06 12:11:51.002,0,1850,0
2025-06-06 12:11:51.002,0,1850,0
2025-06-06 12:11:51.052,0,1850,0
2025-06-06 12:11:51.052,0,1850,0
2025-06-06 12:11:51.102,0,1850,0
2025-06-06 12:11:51.102,0,1850,0
2025-06-06 12:11:51.152,0,1850,0
2025-06-06 12:11:51.152,0,1850,0
2025-06-06 12:11:51.202,0,1850,0
2025-06-06 12:11:51.202,0,1850,0
2025-06-06 12:11:51.252,0,1850,0
2025-06-06 12:11:51.252,0,1850,0
2025-06-06 12:11:51.302,0,1850,0
2025-06-06 12:11:51.302,0,1850,0
2025-06-06 12:11:51.352,0,1850,0
2025-06-06 12:11:51.352,0,1850,0
2025-06-06 12:11:51.402,0,1850,0
2025-06-06 12:11:51.402,0,1850,0
2025-06-06 12:11:51.452,0,1850,0
2025-06-06 12:11:51.452,0,1850,0
2025-06-06 12:11:51.502,0,1849,0
2025-06-06 12:11:51.502,0,1849,0
2025-06-06 12:11:51.552,0,1849,0
2025-06-06 12:11:51.552,0,1849,0
2025-06-06 12:11:51.602,0,1849,0
2025-06-06 12:11:51.602,0,1849,0
2025-06-06 12:11:51.652,0,1849,0
